head_word	match	diphthong?	V1	V2	preV1	postV2
ɨ-muí-taɨ	uí	yes	u	í	m	t	
ɨ-muí-taɨ	aɨ	yes	a	ɨ	t	#	
í-e-do	í-e	no	í	e	#	d	
ji-fú-rui-de	ui	yes	u	i	r	d	
ji-mó-ru-a	u-a	no	u	a	r	#	
co-mí̵-cai-ro	ai	yes	a	i	c	r	
rí̵ɨ-du-gu-de	í̵ɨ	yes	í̵	ɨ	r	d	
cai-gái-ta-ra-go-do	ai	yes	a	i	c	g	
cai-gái-ta-ra-go-do	ái	yes	á	i	g	t	
í-raɨ-e	aɨ	yes	a	ɨ	r	e	
í-raɨ-e	ɨ-e	no	ɨ	e	a	#	
jóo-da	óo	yes	ó	o	j	d	
dɨ-ó-cho-ma	ɨ-ó	no	ɨ	ó	d	c	
jí-ru-cai-de	ai	yes	a	i	c	d	
u-ái-ti-caɨ	u-á	no	u	á	#	i	
u-ái-ti-caɨ	ái	yes	á	i	u	t	
u-ái-ti-caɨ	aɨ	yes	a	ɨ	c	#	
jo-ré-ño-ni-fi-cai-de	ai	yes	a	i	c	d	
úi-llaɨ-gaɨ	úi	yes	ú	i	#	l	
úi-llaɨ-gaɨ	aɨ	yes	a	ɨ	l	g	
úi-llaɨ-gaɨ	aɨ	yes	a	ɨ	g	#	
jai-tá-de	ai	yes	a	i	j	t	
í̵-coɨ-be	oɨ	yes	o	ɨ	c	b	
fú-e	ú-e	no	ú	e	f	#	
jai-á-gaɨ	ai	yes	a	i	j	á	
jai-á-gaɨ	i-á	no	i	á	a	g	
jai-á-gaɨ	aɨ	yes	a	ɨ	g	#	
ja-bó-fue	ue	yes	u	e	f	#	
túi-te	úi	yes	ú	i	t	t	
júi-a-to-fe	úi	yes	ú	i	j	a	
júi-a-to-fe	i-a	no	i	a	ú	t	
úi-ño-te	úi	yes	ú	i	#	ñ	
ráa-ri-te	áa	yes	á	a	r	r	
ói-a-ca-ga	ói	yes	ó	i	#	a	
ói-a-ca-ga	i-a	no	i	a	ó	c	
u-ái-o-gaɨ	u-á	no	u	á	#	i	
u-ái-o-gaɨ	ái	yes	á	i	u	o	
u-ái-o-gaɨ	i-o	no	i	o	á	g	
u-ái-o-gaɨ	aɨ	yes	a	ɨ	g	#	
cúe-ma	úe	yes	ú	e	c	m	
dá-e-ze	á-e	no	á	e	d	z	
ɨ-dí̵-bɨ-roɨ-de	oɨ	yes	o	ɨ	r	d	
dú-lloi-cɨ-i-de	oi	yes	o	i	l	c	
dú-lloi-cɨ-i-de	ɨ-i	no	ɨ	i	c	d	
jɨ-cuí-foɨ-tai-de	uí	yes	u	í	c	f	
jɨ-cuí-foɨ-tai-de	oɨ	yes	o	ɨ	f	t	
jɨ-cuí-foɨ-tai-de	ai	yes	a	i	t	d	
jo-cáɨ-de	áɨ	yes	á	ɨ	c	d	
ɨ-bái-ra	ái	yes	á	i	b	r	
já-na-raɨ	aɨ	yes	a	ɨ	r	#	
llo-é-gaɨ	o-é	no	o	é	l	g	
llo-é-gaɨ	aɨ	yes	a	ɨ	g	#	
jái-na-co-raɨ	ái	yes	á	i	j	n	
jái-na-co-raɨ	aɨ	yes	a	ɨ	r	#	
jíi-rui-te	íi	yes	í	i	j	r	
jíi-rui-te	ui	yes	u	i	r	t	
ju-á-cɨ	u-á	no	u	á	j	c	
llo-é-zɨ	o-é	no	o	é	l	z	
ña-bí̵-roi-de	oi	yes	o	i	r	d	
méi-ne-te	éi	yes	é	i	m	n	
rui-fó-de	ui	yes	u	i	r	f	
llí̵ɨ-daɨ-de	í̵ɨ	yes	í̵	ɨ	l	d	
llí̵ɨ-daɨ-de	aɨ	yes	a	ɨ	d	d	
jíi-bi-na	íi	yes	í	i	j	b	
fáɨ-no-cai-de	áɨ	yes	á	ɨ	f	n	
fáɨ-no-cai-de	ai	yes	a	i	c	d	
bé-coɨ-de	oɨ	yes	o	ɨ	c	d	
í̵-e-zɨ	í̵-e	no	í̵	e	#	z	
daɨ-í-ta-de	aɨ	yes	a	ɨ	d	í	
daɨ-í-ta-de	ɨ-í	no	ɨ	í	a	t	
ɨ-í-cue-ma	ɨ-í	no	ɨ	í	#	c	
ɨ-í-cue-ma	ue	yes	u	e	c	m	
ná-ui	á-u	no	á	u	n	i	
ná-ui	ui	yes	u	i	á	#	
í-tɨ-i	ɨ-i	no	ɨ	i	t	#	
í̵ɨ	í̵ɨ	yes	í̵	ɨ	#	#	
í-lloi-cɨ-aɨ	oi	yes	o	i	l	c	
í-lloi-cɨ-aɨ	ɨ-a	no	ɨ	a	c	ɨ	
í-lloi-cɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
í-raɨ-gɨ-ma	aɨ	yes	a	ɨ	r	g	
i-e	i-e	no	i	e	#	#	
ñá-do-cɨ-o	ɨ-o	no	ɨ	o	c	#	
ráɨ-te	áɨ	yes	á	ɨ	r	t	
rái-tɨ-aɨ	ái	yes	á	i	r	t	
rái-tɨ-aɨ	ɨ-a	no	ɨ	a	t	ɨ	
rái-tɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
jaɨ-bó-ri-ra-co	aɨ	yes	a	ɨ	j	b	
é-ro-cai	ai	yes	a	i	c	#	
chíi-nai-tɨ-mɨ-e	íi	yes	í	i	h	n	
chíi-nai-tɨ-mɨ-e	ai	yes	a	i	n	t	
chíi-nai-tɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
mo-nái-ra-cu-du	ái	yes	á	i	n	r	
lló-fue-ra-ba-ni	ue	yes	u	e	f	r	
ní-ji-zai-de	ai	yes	a	i	z	d	
jé-cu-du-ri-e-de	i-e	no	i	e	r	d	
mó-cu-aɨ-re-de	u-a	no	u	a	c	ɨ	
mó-cu-aɨ-re-de	aɨ	yes	a	ɨ	u	r	
llai-ré-de	ai	yes	a	i	l	r	
tói-ro-ngo	ói	yes	ó	i	t	r	
maɨ-rí-de	aɨ	yes	a	ɨ	m	r	
fɨ-é-ni-dɨ-u-ai	ɨ-é	no	ɨ	é	f	n	
fɨ-é-ni-dɨ-u-ai	ɨ-u	no	ɨ	u	d	a	
fɨ-é-ni-dɨ-u-ai	u-a	no	u	a	ɨ	i	
fɨ-é-ni-dɨ-u-ai	ai	yes	a	i	u	#	
í̵-bue-na	ue	yes	u	e	b	n	
fáɨ-zɨ-ri-lla-zɨ	áɨ	yes	á	ɨ	f	z	
co-muí-lla-no	uí	yes	u	í	m	l	
ái-ca-ni-o	ái	yes	á	i	#	c	
ái-ca-ni-o	i-o	no	i	o	n	#	
zái-llɨ	ái	yes	á	i	z	l	
i-lláɨ-re-de	áɨ	yes	á	ɨ	l	r	
jó-rai-ti-bu	ai	yes	a	i	r	t	
lli-ó-cɨ	i-ó	no	i	ó	l	c	
rɨ-é-rɨ-e-ga	ɨ-é	no	ɨ	é	r	r	
rɨ-é-rɨ-e-ga	ɨ-e	no	ɨ	e	r	g	
jaɨ-có-dai-lla-nɨ-aɨ	aɨ	yes	a	ɨ	j	c	
jaɨ-có-dai-lla-nɨ-aɨ	ai	yes	a	i	d	l	
jaɨ-có-dai-lla-nɨ-aɨ	ɨ-a	no	ɨ	a	n	ɨ	
jaɨ-có-dai-lla-nɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
je-fái-re-de	ái	yes	á	i	f	r	
jɨ-áɨ-gɨ-co-fai	ɨ-á	no	ɨ	á	j	ɨ	
jɨ-áɨ-gɨ-co-fai	áɨ	yes	á	ɨ	ɨ	g	
jɨ-áɨ-gɨ-co-fai	ai	yes	a	i	f	#	
ráa-gɨ	áa	yes	á	a	r	g	
ái	ái	yes	á	i	#	#	
u-ái-ta-te	u-á	no	u	á	#	i	
u-ái-ta-te	ái	yes	á	i	u	t	
áɨ-no-zi-de	áɨ	yes	á	ɨ	#	n	
mú-ru-aɨ	u-a	no	u	a	r	ɨ	
mú-ru-aɨ	aɨ	yes	a	ɨ	u	#	
jai-ñó-de	ai	yes	a	i	j	ñ	
rú-i-de	ú-i	no	ú	i	r	d	
é-ti-e	i-e	no	i	e	t	#	
rí̵-i-e-dɨ-no	í̵-i	no	í̵	i	r	e	
rí̵-i-e-dɨ-no	i-e	no	i	e	í̵	d	
dá-mɨ-e	ɨ-e	no	ɨ	e	m	#	
ó-ri-co-ai	o-a	no	o	a	c	i	
ó-ri-co-ai	ai	yes	a	i	o	#	
ui-ró-fe-te	ui	yes	u	i	#	r	
fí̵-go-mɨ-e-ñe-de	ɨ-e	no	ɨ	e	m	ñ	
cái-zaɨ-bi-te	ái	yes	á	i	c	z	
cái-zaɨ-bi-te	aɨ	yes	a	ɨ	z	b	
zɨ-cuí-ra-da	uí	yes	u	í	c	r	
jo-bái-de	ái	yes	á	i	b	d	
rá-ni-o	i-o	no	i	o	n	#	
rá-ni-cui-foɨ	ui	yes	u	i	c	f	
rá-ni-cui-foɨ	oɨ	yes	o	ɨ	f	#	
ré-tai-re-fi-cai-de	ai	yes	a	i	t	r	
ré-tai-re-fi-cai-de	ai	yes	a	i	c	d	
lló-fue-ra	ue	yes	u	e	f	r	
tá-gɨ-e-mo	ɨ-e	no	ɨ	e	g	m	
cáɨ-re-de	áɨ	yes	á	ɨ	c	r	
o-nó-coi-ño	oi	yes	o	i	c	ñ	
éi-ro-ma	éi	yes	é	i	#	r	
rá-u-ai-de	á-u	no	á	u	r	a	
rá-u-ai-de	u-a	no	u	a	á	i	
rá-u-ai-de	ai	yes	a	i	u	d	
bo-á-fe	o-á	no	o	á	b	f	
éi-mo	éi	yes	é	i	#	m	
já-na-bu-llai-cɨ	ai	yes	a	i	l	c	
jáɨ-noi-bi	áɨ	yes	á	ɨ	j	n	
jáɨ-noi-bi	oi	yes	o	i	n	b	
ɨ-í-ñɨ-aɨ	ɨ-í	no	ɨ	í	#	ñ	
ɨ-í-ñɨ-aɨ	ɨ-a	no	ɨ	a	ñ	ɨ	
ɨ-í-ñɨ-aɨ	aɨ	yes	a	ɨ	ɨ	#	
cho-i-cha	o-i	no	o	i	h	c	
uí-re	uí	yes	u	í	#	r	
ji-rí̵-gɨ-roɨ	oɨ	yes	o	ɨ	r	#	
zí-bu-ru-caɨ	aɨ	yes	a	ɨ	c	#	
fí-a	í-a	no	í	a	f	#	
í-llɨ-fui-cɨ-ngo	ui	yes	u	i	f	c	
jíi-bi-ru	íi	yes	í	i	j	b	
ɨ-dí̵-güe-o-dɨ-no	e-o	no	e	o	ü	d	
co-nó-no-gɨ-naɨ	aɨ	yes	a	ɨ	n	#	
í-llai-cɨ	ai	yes	a	i	l	c	
gúa-ma-e	úa	yes	ú	a	g	m	
gúa-ma-e	a-e	no	a	e	m	#	
ji-tái-de	ái	yes	á	i	t	d	
aɨ-zí-de	aɨ	yes	a	ɨ	#	z	
mí-o	í-o	no	í	o	m	#	
ó-da-fi-cai-de	ai	yes	a	i	c	d	
jée-de	ée	yes	é	e	j	d	
ja-cái-zai-rai	ái	yes	á	i	c	z	
ja-cái-zai-rai	ai	yes	a	i	z	r	
ja-cái-zai-rai	ai	yes	a	i	r	#	
i-llú-i-zɨ	ú-i	no	ú	i	l	z	
dí̵-co-tai-fɨ-re-de	ai	yes	a	i	t	f	
cɨ-ó-de	ɨ-ó	no	ɨ	ó	c	d	
fó-i-cui	ó-i	no	ó	i	f	c	
fó-i-cui	ui	yes	u	i	c	#	
ra-ó-cui-foɨ	a-ó	no	a	ó	r	c	
ra-ó-cui-foɨ	ui	yes	u	i	c	f	
ra-ó-cui-foɨ	oɨ	yes	o	ɨ	f	#	
mí̵-i-rai	í̵-i	no	í̵	i	m	r	
mí̵-i-rai	ai	yes	a	i	r	#	
u-cú-go-raɨ	aɨ	yes	a	ɨ	r	#	
ro-zí-rui-te	ui	yes	u	i	r	t	
llu-áɨ-bi-te	u-á	no	u	á	l	ɨ	
llu-áɨ-bi-te	áɨ	yes	á	ɨ	u	b	
fɨ-é-rai-aɨ	ɨ-é	no	ɨ	é	f	r	
fɨ-é-rai-aɨ	ai	yes	a	i	r	a	
fɨ-é-rai-aɨ	i-a	no	i	a	a	ɨ	
fɨ-é-rai-aɨ	aɨ	yes	a	ɨ	i	#	
dú-e-llɨ-cɨ	ú-e	no	ú	e	d	l	
zó-i-de	ó-i	no	ó	i	z	d	
ú-na-o	a-o	no	a	o	n	#	
qui-chó-no-cai-de	ui	yes	u	i	q	c	
qui-chó-no-cai-de	ai	yes	a	i	c	d	
i-ó-ri-fɨ-re-de	i-ó	no	i	ó	#	r	
cú-di-o	i-o	no	i	o	d	#	
ɨ-áɨ-ba	ɨ-á	no	ɨ	á	#	ɨ	
ɨ-áɨ-ba	áɨ	yes	á	ɨ	ɨ	b	
zí-que-re-de	ue	yes	u	e	q	r	
ga-bé-co-tai-de	ai	yes	a	i	t	d	
dí̵-i-ra-o	í̵-i	no	í̵	i	d	r	
dí̵-i-ra-o	a-o	no	a	o	r	#	
bóo-bi-cai-de	óo	yes	ó	o	b	b	
bóo-bi-cai-de	ai	yes	a	i	c	d	
cai-ñí̵-tu-ru	ai	yes	a	i	c	ñ	
é-o-de	é-o	no	é	o	#	d	
í̵-coɨ-dɨ-ru-i	oɨ	yes	o	ɨ	c	d	
í̵-coɨ-dɨ-ru-i	u-i	no	u	i	r	#	
jí̵ɨ-do-raɨ-ma	í̵ɨ	yes	í̵	ɨ	j	d	
jí̵ɨ-do-raɨ-ma	aɨ	yes	a	ɨ	r	m	
ɨ-dá-coi-ño	oi	yes	o	i	c	ñ	
é-ru-e-do	u-e	no	u	e	r	d	
cái-coɨ-zi-te	ái	yes	á	i	c	c	
cái-coɨ-zi-te	oɨ	yes	o	ɨ	c	z	
cu-ái-ño-te	u-á	no	u	á	c	i	
cu-ái-ño-te	ái	yes	á	i	u	ñ	
zí-ri-e	i-e	no	i	e	r	#	
jí̵-fue-te	ue	yes	u	e	f	t	
taɨ-có-de	aɨ	yes	a	ɨ	t	c	
llú-aɨ	ú-a	no	ú	a	l	ɨ	
llú-aɨ	aɨ	yes	a	ɨ	ú	#	
i-lláɨ-mai-te	áɨ	yes	á	ɨ	l	m	
i-lláɨ-mai-te	ai	yes	a	i	m	t	
i-cí̵-caɨ	aɨ	yes	a	ɨ	c	#	
í̵-ai-go-re-da	í̵-a	no	í̵	a	#	i	
í̵-ai-go-re-da	ai	yes	a	i	í̵	g	
e-rói-de	ói	yes	ó	i	r	d	
jɨ-áɨ-e	ɨ-á	no	ɨ	á	j	ɨ	
jɨ-áɨ-e	áɨ	yes	á	ɨ	ɨ	e	
jɨ-áɨ-e	ɨ-e	no	ɨ	e	á	#	
náɨ-moɨ-co	áɨ	yes	á	ɨ	n	m	
náɨ-moɨ-co	oɨ	yes	o	ɨ	m	c	
fú-e-mo	ú-e	no	ú	e	f	m	
íi-te	íi	yes	í	i	#	t	
jɨ-fái-dɨ-mɨ-e	ái	yes	á	i	f	d	
jɨ-fái-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
rui-nái-de	ui	yes	u	i	r	n	
rui-nái-de	ái	yes	á	i	n	d	
fui-rí̵-bai-te	ui	yes	u	i	f	r	
fui-rí̵-bai-te	ai	yes	a	i	b	t	
mó-i	ó-i	no	ó	i	m	#	
dá-rui	ui	yes	u	i	r	#	
ú-aɨ	ú-a	no	ú	a	#	ɨ	
ú-aɨ	aɨ	yes	a	ɨ	ú	#	
co-rá-caɨ	aɨ	yes	a	ɨ	c	#	
que-bí-de	ue	yes	u	e	q	b	
jí-ɨ-ngo	í-ɨ	no	í	ɨ	j	n	
jai-á-nɨ-te	ai	yes	a	i	j	á	
jai-á-nɨ-te	i-á	no	i	á	a	n	
í̵-coɨ-o	oɨ	yes	o	ɨ	c	o	
í̵-coɨ-o	ɨ-o	no	ɨ	o	o	#	
ca-ní-caɨ	aɨ	yes	a	ɨ	c	#	
me-llí-o-cai-de	í-o	no	í	o	l	c	
me-llí-o-cai-de	ai	yes	a	i	c	d	
bóo-ra-i	óo	yes	ó	o	b	r	
bóo-ra-i	a-i	no	a	i	r	#	
taɨ-ngó-goɨ	aɨ	yes	a	ɨ	t	n	
taɨ-ngó-goɨ	oɨ	yes	o	ɨ	g	#	
áɨ-fe-do-de	áɨ	yes	á	ɨ	#	f	
cáɨ	áɨ	yes	á	ɨ	c	#	
rée	ée	yes	é	e	r	#	
i-náe	áe	yes	á	e	n	#	
ca-cái-ñe-de	ái	yes	á	i	c	ñ	
fɨ-go-mé-na-ri-e-de	i-e	no	i	e	r	d	
fɨ-é-bi-de	ɨ-é	no	ɨ	é	f	b	
né-mui-de	ui	yes	u	i	m	d	
rɨ-fái-de	ái	yes	á	i	f	d	
mói	ói	yes	ó	i	m	#	
jáa-noi-ca-na	áa	yes	á	a	j	n	
jáa-noi-ca-na	oi	yes	o	i	n	c	
fi-rái-cho	ái	yes	á	i	r	c	
jí̵-i-na	í̵-i	no	í̵	i	j	n	
já-fai-cɨ	ai	yes	a	i	f	c	
ñái-te	ái	yes	á	i	ñ	t	
du-é-nai-te	u-é	no	u	é	d	n	
du-é-nai-te	ai	yes	a	i	n	t	
áɨ-cɨ	áɨ	yes	á	ɨ	#	c	
tu-á-no-te	u-á	no	u	á	t	n	
fée-de	ée	yes	é	e	f	d	
aɨ-fí-de	aɨ	yes	a	ɨ	#	f	
í-a-be-ai	í-a	no	í	a	#	b	
í-a-be-ai	e-a	no	e	a	b	i	
í-a-be-ai	ai	yes	a	i	e	#	
jáɨ-aɨ-de	áɨ	yes	á	ɨ	j	a	
jáɨ-aɨ-de	ɨ-a	no	ɨ	a	á	ɨ	
jáɨ-aɨ-de	aɨ	yes	a	ɨ	ɨ	d	
ja-cí̵-nai-te	ai	yes	a	i	n	t	
rái-te	ái	yes	á	i	r	t	
fái-be	ái	yes	á	i	f	b	
ró-a-zi	ó-a	no	ó	a	r	z	
éi	éi	yes	é	i	#	#	
faɨ-llá-cɨ-i-de	aɨ	yes	a	ɨ	f	l	
faɨ-llá-cɨ-i-de	ɨ-i	no	ɨ	i	c	d	
tí̵ɨ-de	í̵ɨ	yes	í̵	ɨ	t	d	
ji-ú-de	i-ú	no	i	ú	j	d	
u-í-gɨ	u-í	no	u	í	#	g	
cáa-na-na	áa	yes	á	a	c	n	
u-ái-na	u-á	no	u	á	#	i	
u-ái-na	ái	yes	á	i	u	n	
mú-a-fe-co-da	ú-a	no	ú	a	m	f	
ñaɨ-rí-ta-te	aɨ	yes	a	ɨ	ñ	r	
máɨ-te	áɨ	yes	á	ɨ	m	t	
ru-í-ru-i-ri-te	u-í	no	u	í	r	r	
ru-í-ru-i-ri-te	u-i	no	u	i	r	r	
dú-i-de	ú-i	no	ú	i	d	d	
ai-lló-ñe-de	ai	yes	a	i	#	l	
i-tí̵-raɨ	aɨ	yes	a	ɨ	r	#	
cáa-do-te	áa	yes	á	a	c	d	
llói-ji	ói	yes	ó	i	l	j	
cui-chí-de	ui	yes	u	i	c	c	
u-zí-dɨ-mɨ-e	ɨ-e	no	ɨ	e	m	#	
zúi-zaɨ-bi-te	úi	yes	ú	i	z	z	
zúi-zaɨ-bi-te	aɨ	yes	a	ɨ	z	b	
llai-ná-ma	ai	yes	a	i	l	n	
rɨ-í-re-de	ɨ-í	no	ɨ	í	r	r	
ɨ-áɨ-tai-de	ɨ-á	no	ɨ	á	#	ɨ	
ɨ-áɨ-tai-de	áɨ	yes	á	ɨ	ɨ	t	
ɨ-áɨ-tai-de	ai	yes	a	i	t	d	
ra-báɨ-de	áɨ	yes	á	ɨ	b	d	
fue	ue	yes	u	e	f	#	
táɨ-jɨ-raɨ-ma	áɨ	yes	á	ɨ	t	j	
táɨ-jɨ-raɨ-ma	aɨ	yes	a	ɨ	r	m	
bu-bú-caɨ	aɨ	yes	a	ɨ	c	#	
jaɨ-llí̵-cɨ	aɨ	yes	a	ɨ	j	l	
fi-ó-cɨ-ngo	i-ó	no	i	ó	f	c	
jée-ni-de	ée	yes	é	e	j	n	
i-gí̵-roɨ	oɨ	yes	o	ɨ	r	#	
jí-zɨ-mo-gaɨ	aɨ	yes	a	ɨ	g	#	
caɨ-má-tai-oi-de	aɨ	yes	a	ɨ	c	m	
caɨ-má-tai-oi-de	ai	yes	a	i	t	o	
caɨ-má-tai-oi-de	i-o	no	i	o	a	i	
caɨ-má-tai-oi-de	oi	yes	o	i	i	d	
mu-rí-bi-o-cai-de	i-o	no	i	o	b	c	
mu-rí-bi-o-cai-de	ai	yes	a	i	c	d	
bá-caɨ-e	aɨ	yes	a	ɨ	c	e	
bá-caɨ-e	ɨ-e	no	ɨ	e	a	#	
llíi-tai-de	íi	yes	í	i	l	t	
llíi-tai-de	ai	yes	a	i	t	d	
móo-nai-oi-cai-de	óo	yes	ó	o	m	n	
móo-nai-oi-cai-de	ai	yes	a	i	n	o	
móo-nai-oi-cai-de	i-o	no	i	o	a	i	
móo-nai-oi-cai-de	oi	yes	o	i	i	c	
móo-nai-oi-cai-de	ai	yes	a	i	c	d	
bí̵-raɨ-de	aɨ	yes	a	ɨ	r	d	
ui-lló-co	ui	yes	u	i	#	l	
ée-do	ée	yes	é	e	#	d	
rɨ-í-dua	ɨ-í	no	ɨ	í	r	d	
rɨ-í-dua	ua	yes	u	a	d	#	
ji-é-re-na	i-é	no	i	é	j	r	
mo-nái-ro-jɨ	ái	yes	á	i	n	r	
ée-de	ée	yes	é	e	#	d	
qui-ró-de	ui	yes	u	i	q	r	
cí̵-cui-a	ui	yes	u	i	c	a	
cí̵-cui-a	i-a	no	i	a	u	#	
llái-ño	ái	yes	á	i	l	ñ	
ui-lló-rɨ	ui	yes	u	i	#	l	
jú-cui-cu-ri	ui	yes	u	i	c	c	
ói-ño	ói	yes	ó	i	#	ñ	
fée-dɨ-lla	ée	yes	é	e	f	d	
cai-rí-re-de	ai	yes	a	i	c	r	
ró-fo-cɨ-i-de	ɨ-i	no	ɨ	i	c	d	
i-dó-raɨ-re-de	aɨ	yes	a	ɨ	r	r	
rɨ-nái-de	ái	yes	á	i	n	d	
bé-ɨ-de	é-ɨ	no	é	ɨ	b	d	
bo-gái-de	ái	yes	á	i	g	d	
jɨ-gáɨ-de	áɨ	yes	á	ɨ	g	d	
dɨ-í-dɨ-fi-zɨ	ɨ-í	no	ɨ	í	d	d	
rai-ruí-re-de	ai	yes	a	i	r	r	
rai-ruí-re-de	uí	yes	u	í	r	r	
gói-che-co-ngo	ói	yes	ó	i	g	c	
mo-nái-zai-de	ái	yes	á	i	n	z	
mo-nái-zai-de	ai	yes	a	i	z	d	
cɨ-né-go-raɨ	aɨ	yes	a	ɨ	r	#	
llí-ɨ-moɨ	í-ɨ	no	í	ɨ	l	m	
llí-ɨ-moɨ	oɨ	yes	o	ɨ	m	#	
úi-gɨ-to-bi	úi	yes	ú	i	#	g	
jái-a-ca-de	ái	yes	á	i	j	a	
jái-a-ca-de	i-a	no	i	a	á	c	
jai-zí̵-de	ai	yes	a	i	j	z	
tɨ-llí̵-cui	ui	yes	u	i	c	#	
zɨ-cí̵-gɨ-naɨ	aɨ	yes	a	ɨ	n	#	
máɨ-ri-e	áɨ	yes	á	ɨ	m	r	
máɨ-ri-e	i-e	no	i	e	r	#	
jí-e-cai-de	í-e	no	í	e	j	c	
jí-e-cai-de	ai	yes	a	i	c	d	
ái-ji-cai-de	ái	yes	á	i	#	j	
ái-ji-cai-de	ai	yes	a	i	c	d	
í-raɨ-be	aɨ	yes	a	ɨ	r	b	
fai-llé-cɨ-zi-de	ai	yes	a	i	f	l	
náɨ-lli-cɨ-te	áɨ	yes	á	ɨ	n	l	
o-cuí-ra	uí	yes	u	í	c	r	
má-naɨ-dɨno	aɨ	yes	a	ɨ	n	d	
zée-ri-de	ée	yes	é	e	z	r	
i-ó-bi-te	i-ó	no	i	ó	#	b	
jéi-cɨ-te	éi	yes	é	i	j	c	
áɨ-no-te	áɨ	yes	á	ɨ	#	n	
fái-do	ái	yes	á	i	f	d	
zí̵-i-de	í̵-i	no	í̵	i	z	d	
fái-de	ái	yes	á	i	f	d	
á-ɨ-cɨ	á-ɨ	no	á	ɨ	#	c	
mo-nái-lla-i	ái	yes	á	i	n	l	
mo-nái-lla-i	a-i	no	a	i	l	#	
cue	ue	yes	u	e	c	#	
úi-llo-be-na	úi	yes	ú	i	#	l	
co-muí-lla-cu-ri	uí	yes	u	í	m	l	
jú-aɨ	ú-a	no	ú	a	j	ɨ	
jú-aɨ	aɨ	yes	a	ɨ	ú	#	
zí-goi-cɨ	oi	yes	o	i	g	c	
zái-co	ái	yes	á	i	z	c	
fe-tá-ra-roi	oi	yes	o	i	r	#	
dí̵-e	í̵-e	no	í̵	e	d	#	
faɨ-tá-de	aɨ	yes	a	ɨ	f	t	
dí̵-a	í̵-a	no	í̵	a	d	#	
jó-i-de	ó-i	no	ó	i	j	d	
daɨ-í-ñe-de	aɨ	yes	a	ɨ	d	í	
daɨ-í-ñe-de	ɨ-í	no	ɨ	í	a	ñ	
za-zá-fue-ri-te	ue	yes	u	e	f	r	
que-rá-co-ngo	ue	yes	u	e	q	r	
llí̵-aɨ-de	í̵-a	no	í̵	a	l	ɨ	
llí̵-aɨ-de	aɨ	yes	a	ɨ	í̵	d	
jí̵-i-cai-de	í̵-i	no	í̵	i	j	c	
jí̵-i-cai-de	ai	yes	a	i	c	d	
náɨ-me-cha-ra-cɨ	áɨ	yes	á	ɨ	n	m	
fí̵-a	í̵-a	no	í̵	a	f	#	
ja-gái-re	ái	yes	á	i	g	r	
lla-güé-roi-de	oi	yes	o	i	r	d	
ui-tá-de	ui	yes	u	i	#	t	
u-rá-goɨ	oɨ	yes	o	ɨ	g	#	
ja-cái-e	ái	yes	á	i	c	e	
ja-cái-e	i-e	no	i	e	á	#	
jí̵-ca-jɨ-ri-e-de	i-e	no	i	e	r	d	
móo-ca-ma	óo	yes	ó	o	m	c	
cai-llí̵-ngo	ai	yes	a	i	c	l	
jɨ-có-fo-ru-a	u-a	no	u	a	r	#	
gaɨ-tá-de	aɨ	yes	a	ɨ	g	t	
zui-rí-ta-te	ui	yes	u	i	z	r	
ji-rá-nai-ca-bi-te	ai	yes	a	i	n	c	
ma-zá-ca-o	a-o	no	a	o	c	#	
ui-rá-de	ui	yes	u	i	#	r	
cua-rí-de	ua	yes	u	a	c	r	
ñé-cɨ-gaɨ	aɨ	yes	a	ɨ	g	#	
jí-ɨ-za-re-de	í-ɨ	no	í	ɨ	j	z	
i-llí̵-choi-ri	oi	yes	o	i	h	r	
dúi-ze-cɨ-i	úi	yes	ú	i	d	z	
dúi-ze-cɨ-i	ɨ-i	no	ɨ	i	c	#	
rái-ñu-aɨ	ái	yes	á	i	r	ñ	
rái-ñu-aɨ	u-a	no	u	a	ñ	ɨ	
rái-ñu-aɨ	aɨ	yes	a	ɨ	u	#	
rúi-cɨ-ngo	úi	yes	ú	i	r	c	
fáɨ-gai-te	áɨ	yes	á	ɨ	f	g	
fáɨ-gai-te	ai	yes	a	i	g	t	
i-ái-co	i-á	no	i	á	#	i	
i-ái-co	ái	yes	á	i	i	c	
ɨ-áɨ-dai-te	ɨ-á	no	ɨ	á	#	ɨ	
ɨ-áɨ-dai-te	áɨ	yes	á	ɨ	ɨ	d	
ɨ-áɨ-dai-te	ai	yes	a	i	d	t	
i-zé-ai	é-a	no	é	a	z	i	
i-zé-ai	ai	yes	a	i	é	#	
jé-be-cɨ-roi	oi	yes	o	i	r	#	
rá-fue-cɨ	ue	yes	u	e	f	c	
faɨ-tá-ta-te	aɨ	yes	a	ɨ	f	t	
jɨ-féi-de	éi	yes	é	i	f	d	
mú-llaɨ-re-de	aɨ	yes	a	ɨ	l	r	
cai-fó-ne-co	ai	yes	a	i	c	f	
i-é-gɨ-jaɨ-de	i-é	no	i	é	#	g	
i-é-gɨ-jaɨ-de	aɨ	yes	a	ɨ	j	d	
do-cái-de	ái	yes	á	i	c	d	
